           0   6.12482254E-04
           1   3.88868444E-04
           2   2.61591311E-04
           3   1.89792030E-04
           4   1.49322761E-04
           5   1.26091298E-04
           6   1.11930793E-04
           7   1.02751059E-04
           8   9.64490755E-05
           9   9.19079685E-05
          10   8.85021364E-05
          11   8.58662679E-05
          12   8.37764383E-05
          13   8.20865753E-05
          14   8.06980388E-05
          15   7.95409360E-05
          16   7.85644952E-05
          17   7.77335954E-05
          18   7.70169790E-05
          19   7.63945354E-05
          20   7.58504248E-05
          21   7.53707573E-05
          22   7.49443134E-05
          23   7.45642901E-05
          24   7.42237753E-05
          25   7.39175230E-05
          26   7.36393195E-05
          27   7.33886336E-05
          28   7.31592154E-05
          29   7.29499079E-05
          30   7.27581937E-05
          31   7.25817954E-05
          32   7.24194470E-05
          33   7.22693658E-05
          34   7.21318283E-05
          35   7.20021126E-05
          36   7.18831579E-05
          37   7.17716466E-05
          38   7.16680297E-05
          39   7.15708156E-05
          40   7.14797570E-05
